CMB31.Poly	CMB9.Poly	Ctrl6.Poly	CX2.Poly	EV12.Poly	CMB8.Poly	Ctrl33.Poly	Ctrl38.Poly	EV26.Poly	EV4.Poly	CX14.Poly	CX39.Poly
AI413582	72	76	53	68	156	95	78	38	66	67	133	187
AI427809	2	0	0	0	2	0	0	0	2	0	0	0
AI429214	0	3	1	0	7	1	1	6	0	0	1	1
AI464131	25	34	18	12	12	11	17	19	13	10	47	68
AI467606	1271	910	1162	1416	1587	592	789	653	513	662	1896	2306
AI480526	32	37	30	34	37	22	19	19	17	40	134	160
AI481877	1	2	2	1	5	0	1	0	2	0	5	2
AI504432	228	199	301	538	408	211	240	251	242	246	377	562
AI593442	0	0	0	0	0	0	0	0	0	0	0	0
AI597479	374	334	547	578	583	384	520	390	428	380	507	714
AI606181	258	171	228	195	302	148	208	172	192	204	346	454
AI606473	0	0	0	0	0	0	0	0	0	0	0	0
AI607873	4	5	6	4	2	1	0	0	0	3	2	9
AI661453	1	0	0	0	0	0	0	0	1	0	0	0
AI662270	525	551	1000	825	816	440	968	852	750	673	427	610
AI747448	0	0	0	0	0	0	0	1	0	0	0	0
AI837181	498	422	455	467	780	333	362	299	482	383	843	958
AI838599	59	44	59	67	44	37	26	34	20	32	87	100
AI846148	117	56	126	111	105	87	125	104	116	179	177	238
AI847159	4	4	1	3	4	0	0	0	1	5	3	4
AI849053	0	3	0	1	2	0	0	0	0	0	0	0
AI854517	0	0	0	0	0	0	0	0	0	0	0	0
AI854703	3	1	1	7	20	5	4	0	7	1	2	1
AI987944	129	139	270	286	268	115	218	191	206	249	96	141
Aicda	8	9	6	3	10	8	13	4	3	8	0	7
Aida	361	286	540	544	675	260	517	434	348	484	354	505
Aif1	0	0	7	3	5	2	3	1	3	5	0	1
Aif1l	6	0	0	6	6	3	0	3	2	6	2	9
Aifm1	1971	1703	1638	1651	1492	1206	1330	1155	863	930	1609	2041
Aifm2	121	90	81	62	97	51	77	46	63	58	145	151
Aifm3	0	3	0	1	1	0	1	0	3	2	0	0
Aig1	5	6	3	8	15	5	7	9	3	8	14	15
Aim1	217	76	395	301	197	131	313	259	139	249	154	243
Aim1l	74	105	56	64	79	57	46	25	38	54	241	290
Aim2	297	50	51	358	20	18	10	5	41	83	11	17
Aimp1	1162	851	897	1128	1068	724	680	630	612	637	1581	1859
Aimp2	2619	2033	1748	1899	2261	1445	1845	1556	1694	1330	1172	1595
Aip	1435	1098	997	1022	1255	728	924	802	752	652	1379	1569
Aipl1	11	6	10	2	19	5	10	7	6	4	14	19
Aire	2	2	2	1	4	1	1	1	1	0	1	1
Airn	27	15	0	25	28	24	1	0	19	8	31	43
Ajuba	8	30	29	14	53	14	19	21	32	13	62	66
AK010878	51	55	60	32	75	42	64	46	41	55	97	136
Ak1	6	3	4	4	12	3	5	3	2	0	5	4
AK129341	0	0	1	1	1	0	0	0	1	1	0	0
AK157302	69	69	92	113	134	64	122	74	114	103	97	139
Ak2	5564	5132	4545	5030	7127	2890	4534	3351	4188	3186	4756	6500
Ak3	1845	1650	1669	2102	2887	1424	1907	1396	2074	1526	2388	3274
Ak3l2-ps	171	190	102	154	185	104	110	106	74	67	253	233
Ak4	1347	1387	741	1214	1492	752	893	760	440	370	3020	2888
Ak5	0	0	0	0	4	1	0	0	0	0	1	1
Ak6	542	416	574	617	580	217	511	403	363	376	0	0
Ak7	2	0	0	0	0	0	0	0	0	0	0	0
Ak8	10	16	9	4	32	5	21	15	8	15	6	4
Ak9	20	19	8	11	15	17	10	16	17	17	0	0
Akap1	2991	2164	2274	3079	3401	1808	2228	1629	1979	1719	3225	4232
Akap10	373	313	477	531	617	299	432	348	429	313	626	1005
Akap11	1763	1303	1965	2311	1954	1309	1576	1405	1371	1528	1552	2329
Akap12	8926	5576	8083	6720	9626	5144	9820	7092	6641	7080	4344	5659
Akap13	3012	2999	4225	5044	5986	3005	4610	3080	3630	3586	4251	5822
Akap14	1	0	2	0	3	0	3	3	2	5	2	4
Akap17b	201	182	358	235	378	200	330	236	202	309	141	220
Akap2	16	10	20	5	16	11	11	11	13	10	9	25
Akap3	1	1	0	0	2	0	0	1	0	0	0	0
Akap5	17	15	11	24	23	10	15	15	16	9	12	24
Akap6	1	2	0	0	1	0	0	0	0	0	0	0
Akap7	165	167	227	144	292	108	214	195	175	205	174	265
Akap8	3495	2480	3502	3434	3666	1896	2340	2270	2138	2177	3785	4379
Akap8l	241	208	209	229	296	182	225	137	126	147	257	345
Akap9	903	1122	1245	1204	1312	771	941	738	921	1013	937	1296
Akip1	303	317	351	325	510	262	340	248	305	292	305	481
Akirin1	1150	1043	1114	1077	1259	458	819	704	657	590	1360	1677
Akirin1-ps	4	7	4	7	10	2	3	0	6	8	0	0
Akirin2	539	661	768	752	762	383	667	608	618	633	586	865
Akna	6357	6794	5788	9166	12345	5942	6094	4644	6440	5887	6034	7529
Aknad1	0	1	0	1	0	0	0	0	0	0	0	0
Aknaos	1	0	0	1	2	1	0	2	0	0	0	0
Akp-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	0	0	0	0	0	0
Akr1a1	4943	4949	3591	3794	5975	3105	4166	3132	3365	2877	7795	8870
Akr1b10	112	143	299	116	230	85	290	219	201	183	396	525
Akr1b3	4111	3405	4233	2764	4785	2226	3228	3331	3490	2787	6219	6827
Akr1b7	0	0	0	0	0	1	0	1	1	2	2	1
Akr1b8	1	3	3	1	5	3	6	2	1	1	4	6
Akr1c12	2	4	2	0	1	2	0	0	0	0	1	0
Akr1c13	0	1	1	0	0	11	1	0	0	0	0	0
Akr1c14	1	0	0	0	0	0	0	0	0	0	0	0
Akr1c18	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c19	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c20	1	0	2	1	0	0	0	0	0	1	0	0
Akr1c21	1	0	0	0	0	0	0	0	0	0	0	0
Akr1c6	0	0	0	0	0	0	0	0	0	0	0	0
Akr1cl	1	2	0	1	1	0	0	0	0	0	1	1
Akr1d1	0	1	0	0	0	0	0	0	0	1	3	0
Akr1e1	232	97	24	115	88	229	6	1	78	31	72	214
Akr7a5	781	786	747	755	1044	708	731	659	833	672	796	926
Akt1	9793	8597	7431	8215	10282	6143	7992	6409	6759	6207	12495	14626
Akt1s1	711	652	663	728	1066	337	374	305	418	395	1028	1090
Akt2	3403	3308	3429	3671	4738	2822	3710	2912	3515	3091	3610	4251
Akt2-ps	185	201	194	210	329	154	221	172	185	154	230	319
Akt3	1094	962	1276	1519	1158	932	1245	1188	948	1242	1096	1678
Aktip	170	163	179	267	239	147	185	144	164	138	182	241
AL589742.1	54	64	79	96	91	56	94	75	89	62	0	0
AL591003.1	43	50	55	50	71	48	75	53	50	37	0	0
AL669951.1	2	2	6	4	10	0	0	0	1	0	0	0
AL669951.2	4	3	6	2	6	0	0	0	0	2	0	0
Alad	1106	635	586	478	851	333	487	456	601	517	846	941
Alas1	774	776	869	783	959	503	576	601	472	387	610	730
Alas2	4	10	2	0	6	3	2	3	3	3	6	14
Alb	1	0	0	0	0	0	0	0	0	0	0	0
Alcam	4	22	1	0	4	22	0	0	0	3	5	6
Aldh16a1	1403	993	706	920	1027	832	446	423	613	517	3264	3346
Aldh18a1	6045	5295	5648	5029	8414	3594	6203	4872	5153	3648	9906	12695
Aldh1a2	0	0	3	0	0	0	0	0	0	0	0	0
Aldh1a3	8	14	3	2	10	8	14	4	4	14	16	29
Aldh1a7	0	0	0	0	1	0	0	0	0	0	0	2
Aldh1b1	164	316	67	70	154	133	98	63	108	79	710	985
Aldh1l1	6	2	5	3	6	2	6	8	2	7	12	17
Aldh1l2	13	11	8	8	14	8	9	2	5	9	11	20
Aldh2	4034	4047	2684	3296	4415	2621	2910	2312	2034	2138	6099	6812
Aldh3a1	0	0	2	0	0	0	0	0	0	0	0	1
Aldh3a2	469	347	502	423	560	329	427	413	357	324	506	732
Aldh3b1	326	866	783	216	1158	536	837	700	866	657	320	412
Aldh3b2	39	100	97	21	120	57	93	75	98	84	24	9
Aldh4a1	304	290	264	208	359	192	328	297	269	232	358	412
Aldh5a1	7	13	6	12	9	5	9	13	4	12	7	17
Aldh6a1	96	86	115	80	99	52	101	56	58	70	85	139
Aldh7a1	95	99	74	82	137	72	62	51	52	86	196	258
Aldh8a1	2	1	0	0	0	0	0	0	0	0	0	1
Aldh9a1	3944	2777	3212	3288	4419	2875	4176	3595	3638	2709	4631	5716
Aldoa	30463	27181	28998	30086	42075	21378	24824	21589	25415	21162	50845	60956
Aldoart1	128	125	102	106	161	82	111	99	70	66	838	944
Aldoart2	0	1	1	0	1	24	16	12	27	14	5	13
Aldob	0	0	0	0	2	0	1	1	0	0	0	0
Aldoc	171	129	33	172	178	190	39	50	92	63	348	512
Alg1	630	400	393	365	518	350	349	346	289	296	1059	1021
Alg10b	1621	1433	1696	1856	1855	1291	1802	1564	1492	1520	1973	2618
Alg11	348	283	361	343	344	268	352	301	237	293	502	710
Alg12	290	276	193	267	349	255	310	214	289	223	324	366
Alg13	135	132	261	192	260	127	216	159	156	198	289	415
Alg14	98	127	112	158	163	104	108	92	90	103	146	215
Alg2	466	481	518	335	456	317	514	427	386	321	613	861
Alg3	665	617	555	633	720	547	536	468	495	484	531	682
Alg5	1419	1063	819	1413	1240	1125	941	788	640	702	832	1078
Alg6	470	384	406	370	318	310	369	317	255	261	652	936
Alg8	909	672	1070	873	1061	636	1098	852	927	817	724	904
Alg9	517	473	423	518	686	463	494	390	527	382	745	937
Alk	0	0	0	0	0	0	0	0	0	0	0	0
Alkbh1	996	893	916	1006	1239	764	1108	764	788	759	1226	1718
Alkbh2	267	371	214	204	330	158	243	166	162	143	398	443
Alkbh3	642	500	509	431	759	342	470	329	404	332	551	685
Alkbh4	517	340	233	329	396	189	207	160	231	168	712	908
Alkbh5	7208	6659	5283	6217	8533	4404	5533	4214	4561	4247	11862	14405
Alkbh6	169	132	151	156	251	118	111	97	182	127	301	369
Alkbh7	215	189	142	143	187	110	122	80	121	113	349	420
Alkbh8	511	440	681	698	659	354	563	562	500	461	547	823
Allc	0	1	0	0	0	0	0	0	0	0	0	0
Alms1	867	586	2269	1089	1796	731	1633	1542	1424	1419	1412	1892
Alms1-ps1	44	30	107	42	76	28	64	74	47	56	57	71
Alms1-ps2	50	36	135	62	81	36	90	80	68	79	61	85
Alox12	1	1	4	0	0	2	2	3	0	1	2	2
Alox12b	1	0	0	0	0	0	0	2	0	0	0	0
Alox12e	0	0	0	0	0	0	0	0	0	0	0	0
Alox15	1	0	4	1	0	0	0	0	0	0	0	0
Alox5	0	0	2	1	0	0	0	0	0	0	1	0
Alox5ap	0	1	5	2	0	0	4	1	0	0	1	6
Alox8	7	5	12	5	13	1	2	1	5	1	12	20
Aloxe3	2	4	1	4	0	0	0	1	1	0	9	12
Alpi	1	0	0	0	0	0	0	0	0	0	0	0
Alpk1	55	36	17	112	97	91	13	13	54	55	93	107
Alpk2	113	140	71	76	83	95	105	93	100	97	123	177
Alpk3	1	2	1	2	0	3	0	1	0	1	2	0
Alpl	2092	1347	1816	2149	2763	1336	1548	1382	1683	1427	2467	2835
Alppl2	0	0	0	1	1	0	0	0	0	0	0	0
Als2	112	153	153	155	192	97	224	235	67	103	168	189
Als2cl	3	0	1	0	0	0	5	0	0	0	0	1
Als2cr11	0	0	0	2	1	0	0	2	0	0	0	0
Als2cr12	4	3	5	4	9	2	5	0	4	4	1	0
Alx1	0	0	0	0	0	0	0	0	0	0	0	0
Alx3	1	0	1	0	0	0	0	0	0	0	0	0
Alx4	7	5	1	6	5	0	5	1	1	1	1	2
Alyref	11855	9538	9091	9289	9552	8763	11934	10727	7809	7999	8065	9864
Alyref2	576	715	706	418	622	388	728	668	366	495	288	326
Amacr	169	153	92	80	166	96	91	93	106	73	202	200
Ambn	0	0	0	0	0	1	0	0	0	0	0	0
Ambp	0	0	0	1	0	0	0	0	0	0	0	0
Ambra1	2241	1792	1967	1987	2907	1495	1691	1396	1720	1484	2330	2927
Amd-ps1	14	10	17	11	18	8	21	14	11	8	88	75
Amd-ps3	291	266	497	533	434	209	375	308	298	276	439	616
Amd-ps4	110	82	131	139	159	87	111	134	86	89	313	396
Amd1	1180	1019	1649	1775	1436	795	1320	1250	1034	1138	2080	2821
Amd2	601	531	861	972	866	477	701	719	578	649	1171	1534
Amdhd1	11	11	0	4	7	8	0	0	0	3	10	18
Amdhd2	475	526	350	306	417	291	221	220	260	226	852	875
Amelx	0	0	0	0	0	0	0	0	0	0	0	0
Amer1	386	285	412	400	460	289	473	359	371	307	504	764
Amer2	0	0	0	2	0	0	0	0	0	0	0	0
Amer3	0	0	0	0	0	0	0	0	0	0	0	0
Amfr	1515	1139	1198	1483	1520	1077	1265	938	864	963	2725	3466
Amh	4	4	6	3	3	1	0	2	1	2	9	23
Amhr2	3	0	0	0	2	6	2	0	3	1	1	1
Amica1	0	0	0	0	0	0	0	0	0	2	0	0
Amigo1	473	391	180	168	147	138	188	173	156	143	396	511
Amigo2	8	21	20	13	39	16	22	17	15	13	24	25
Amigo3	36	30	24	25	48	15	22	15	27	23	119	131
Ammecr1	604	575	818	735	864	379	596	535	558	630	591	832
Ammecr1l	826	654	1013	1065	1328	708	1374	950	923	765	936	1355
Amn	3	2	0	0	10	0	1	0	3	0	6	5
Amn1	34	45	66	36	81	29	48	33	34	30	72	93
Amot	0	0	1	0	2	0	0	1	0	0	0	1
Amotl1	121	93	53	106	180	115	56	40	86	76	113	167
Amotl2	2	1	6	3	8	2	1	3	1	1	5	10
Ampd1	0	0	0	1	1	0	0	0	0	7	0	0
Ampd2	3006	2088	1817	2644	3136	1776	1443	1160	1462	1365	4380	5476
Ampd3	110	38	97	128	37	96	110	74	35	119	174	169
Amph	0	0	0	0	0	0	0	0	0	0	0	0
Amt	6	14	11	8	15	2	8	7	9	11	8	12
Amtn	0	0	0	0	0	0	0	0	0	0	0	0
Amy1	0	0	0	0	4	0	0	0	0	0	3	1
Amy2-ps1	1	0	0	0	0	0	0	0	0	0	0	0
Amy2a1	0	1	0	0	0	0	0	0	0	0	0	0
Amy2a2	0	0	0	1	0	0	0	0	0	0	0	0
Amy2a3	1	1	1	0	0	0	0	0	0	0	0	0
Amy2a4	2	0	0	0	0	0	0	0	0	0	0	0
Amy2a5	0	0	1	0	0	0	0	0	0	0	0	0
Amy2b	0	0	0	0	0	0	0	0	0	0	0	0
Amz1	1537	1258	630	1063	1169	690	531	390	716	547	3220	4212
Amz2	131	167	167	165	263	99	179	145	149	164	208	287
Anapc1	10922	8588	9840	10300	11816	8305	9479	7529	8471	7958	9735	12455
Anapc10	370	333	517	488	542	344	463	496	482	534	218	308
Anapc11	740	605	684	755	1130	585	769	492	628	595	883	926
Anapc13	255	329	276	282	391	193	408	268	266	365	209	285
Anapc15	122	104	105	90	138	78	91	70	84	97	210	297
Anapc15-ps	10	8	6	21	20	7	17	9	22	7	9	11
Anapc16	423	445	414	439	584	273	481	361	337	304	1225	1301
Anapc2	1980	1248	1199	1378	1463	1059	941	882	901	829	3434	3735
Anapc4	1230	1448	1175	1219	1242	841	896	746	848	873	1304	1621
Anapc5	4022	6094	4148	4514	6967	3017	4650	2968	4200	3058	6018	8307
Anapc7	1365	1357	974	865	1107	685	907	812	643	600	1830	2268
Ang	1	3	5	1	2	0	5	1	5	1	8	11
Ang-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Ang-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Ang2	0	0	0	0	0	0	0	0	0	0	0	0
Ang4	0	0	1	0	0	0	0	0	0	0	0	0
Angel1	182	164	99	162	207	160	88	81	147	114	338	365
Angel2	719	516	833	877	1101	558	776	641	614	673	804	1076
Angpt1	0	0	0	0	0	0	0	0	0	0	0	0
Angpt2	26	29	25	18	22	34	29	21	25	19	30	61
Angpt4	4	0	4	0	0	0	1	3	0	0	2	10
Angptl1	4	3	7	6	5	8	9	4	0	2	10	6
Angptl2	9	7	2	2	6	5	5	0	2	8	13	21
Angptl3	0	0	0	0	0	0	0	0	0	0	0	0
Angptl4	233	297	501	182	753	191	600	509	535	439	250	394
Angptl6	31	28	13	12	30	13	10	15	2	4	67	58
Angptl7	43	32	42	18	26	27	106	61	35	51	70	65
Ank	152	85	10	43	32	101	15	7	7	8	43	42
Ank1	0	1	2	0	0	0	0	4	1	0	0	1
Ank2	5	6	2	2	5	3	7	8	2	8	12	20
Ank3	7	6	2	4	6	0	1	5	3	3	8	2
Ankar	1	0	0	0	0	2	0	0	0	0	0	0
Ankdd1a	0	0	0	0	0	0	0	0	0	0	0	0
Ankdd1b	22	24	20	14	12	7	35	18	13	25	12	19
Ankef1	0	1	0	0	0	0	0	0	3	0	0	0
Ankfn1	0	0	0	0	0	0	0	0	0	0	0	0
Ankfy1	1913	1477	2419	2336	2634	1659	2104	1638	1823	1789	2425	3182
Ankhd1	3660	2851	4884	4686	4664	2804	3877	3372	3191	3560	3138	4199
Ankib1	706	839	1119	950	1273	545	1231	956	892	755	1021	1361
Ankk1	1	0	0	0	0	0	0	0	0	0	0	0
Ankle1	383	398	207	268	276	202	180	116	117	169	824	887
Ankle2	2596	2927	2751	3294	3022	2098	2644	2266	2318	2175	3184	4380
Ankmy1	6	10	7	5	7	10	6	2	14	2	4	4
Ankmy2	277	268	295	320	363	235	281	274	249	232	324	505
Ankra2	120	132	189	153	250	103	186	132	191	161	180	218
Ankrd1	0	0	0	0	2	0	0	0	0	0	0	0
Ankrd10	1869	1403	1663	1643	2168	1202	1408	1155	1302	1186	3981	5132
Ankrd11	5315	4434	5471	5930	7872	3538	5168	3217	4241	4055	6989	9206
Ankrd12	247	196	232	306	323	182	207	182	225	337	250	365
Ankrd13a	8882	9403	7424	8156	12716	6323	8334	6093	7986	6700	6360	8172
Ankrd13b	1852	1796	1050	1725	2348	1259	952	779	1200	912	1792	2076
Ankrd13c	932	1018	784	1344	1343	646	585	503	602	657	928	1133
Ankrd13d	183	139	102	125	207	85	96	96	80	82	303	345
Ankrd16	139	149	117	131	221	104	156	82	136	100	331	429
Ankrd17	5999	6112	7192	7666	7615	3981	5261	4765	4545	4870	5898	7184
Ankrd2	0	0	2	0	0	0	0	0	0	0	0	0
Ankrd22	1	4	0	2	2	0	0	0	1	3	0	3
Ankrd23	7	12	6	12	25	7	7	1	5	13	70	124
ANKRD23	0	0	0	0	1	0	0	0	0	0	0	0
Ankrd24	207	206	125	138	150	101	96	86	82	76	157	161
Ankrd26	540	458	956	590	1020	317	775	642	663	535	400	531
Ankrd27	1660	1346	1472	1739	2674	1080	1548	1148	1643	1183	2109	2925
Ankrd28	1569	1239	1713	1566	1635	1022	1455	1319	1452	1347	1911	2595
Ankrd29	2	1	0	0	0	0	0	0	0	0	0	0
Ankrd32	517	400	559	558	497	356	474	422	417	416	555	673
Ankrd33	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd33b	2	3	10	1	4	4	9	9	11	9	12	31
Ankrd34a	0	2	3	3	0	3	0	3	0	0	10	7
Ankrd34b	0	0	0	0	1	0	0	0	0	0	1	0
Ankrd34c	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd35	4	1	0	1	1	0	2	0	0	0	0	1
Ankrd36	0	0	0	0	0	0	0	0	0	2	0	0
Ankrd37	1484	1906	753	1113	1304	1030	721	583	385	564	1712	1835
Ankrd39	135	117	96	104	163	82	92	33	68	66	289	312
Ankrd40	1495	1382	1679	1915	2336	1078	1720	1244	1512	1223	910	1221
Ankrd42	7	1	2	0	1	1	1	4	0	0	9	9
Ankrd44	1104	912	1466	1622	2100	1490	1355	1125	1266	1354	1311	1815
Ankrd45	0	0	0	0	0	0	0	0	0	0	0	1
Ankrd46	532	396	331	446	562	301	364	323	325	295	775	913
Ankrd49	140	145	175	227	166	131	255	188	172	171	185	267
Ankrd50	1045	863	510	960	850	609	496	347	417	463	798	1111
Ankrd52	8530	5535	5150	7066	9081	5122	4386	3748	5896	4936	10787	11340
Ankrd53	2	9	5	2	15	5	6	5	10	3	26	31
Ankrd54	876	610	640	680	1037	397	516	403	526	437	1376	1504
Ankrd55	0	1	1	0	4	2	1	3	2	3	2	1
Ankrd6	115	255	213	140	544	147	254	162	456	273	188	358
Ankrd60	0	0	0	0	0	0	0	0	0	0	1	0
Ankrd61	12	15	14	7	16	12	15	5	6	15	59	65
Ankrd63	81	63	1	23	5	16	8	2	1	5	82	101
Ankrd65	0	0	0	0	0	0	0	2	0	0	0	0
Ankrd66	0	0	0	0	0	0	0	1	0	0	0	0
Ankrd7	0	0	0	0	0	1	0	0	1	0	0	1
Ankrd9	766	411	375	406	633	259	328	238	359	328	732	811
Anks1	1430	1136	1420	1253	1810	940	1151	976	1324	1143	2889	3449
Anks1b	1	0	2	1	0	0	1	0	0	0	0	0
Anks3	415	399	405	409	606	231	369	233	379	236	652	794
Anks4b	0	0	0	0	0	0	0	0	0	0	0	0
Anks6	1	1	1	0	4	0	8	1	1	3	15	12
Ankub1	3	2	5	8	12	3	6	0	2	4	0	0
Ankzf1	724	666	554	642	814	505	494	401	385	417	1009	1337
Anln	2219	1879	2536	2162	2036	1515	1409	1137	1134	1644	2659	3767
Ano1	1	0	0	0	1	0	0	0	0	0	0	0
Ano10	329	231	258	370	366	281	240	237	200	152	389	588
Ano2	2	0	4	0	0	0	0	0	0	3	0	0
Ano3	1	1	1	1	2	0	0	0	0	0	0	0
Ano4	1	1	3	2	1	1	0	0	1	1	10	15
Ano5	0	1	0	0	0	0	0	0	0	2	0	0
Ano6	3417	1793	3151	2086	3073	1511	3876	2833	2489	2400	2997	4332
Ano7	1	0	2	2	1	0	0	0	2	0	1	1
Ano8	142	101	120	138	191	56	114	85	89	95	186	208
Ano9	2	0	1	0	1	1	0	0	0	0	1	0
Anp32-ps	94	121	206	202	184	136	146	192	187	170	179	284
Anp32a	5807	5065	6693	6979	6967	4400	5818	5290	4944	5057	3778	4847
Anp32b	3221	3026	2690	2743	3601	2202	3054	2676	2461	2169	6212	7478
Anp32b-ps1	418	369	274	278	365	280	378	339	264	256	752	944
Anp32e	9198	7079	5583	8551	7012	6113	5046	4819	4299	4781	11800	14348
Anpep	0	0	0	0	0	0	0	0	0	0	0	0
Antxr1	6	14	14	7	16	9	13	13	5	9	5	5
Antxr2	83	292	98	160	98	122	105	82	75	84	132	192
Antxrl	1	0	0	0	0	0	0	0	0	0	0	0
Anxa1	0	19	18	3	2	0	3	7	0	4	6	1
Anxa10	0	0	0	1	0	0	0	0	0	0	0	0
Anxa11	766	503	647	567	903	487	574	488	494	503	1069	1328
Anxa13	0	1	0	0	0	0	0	0	0	0	0	0
Anxa2	1	2	4	1	1	5	1	2	3	4	3	0
Anxa3	0	0	0	0	0	0	0	0	0	0	0	0
Anxa4	38	30	131	44	103	44	175	98	79	82	85	118
Anxa5	25	32	87	31	66	27	73	95	22	55	17	28
Anxa6	1456	870	1439	1383	1878	1126	1253	1221	1009	1121	1618	1960
Anxa7	1109	829	1073	1120	1317	832	1003	829	878	802	1448	1817
Anxa8	0	0	0	0	0	0	0	0	0	0	0	0
Anxa9	53	25	17	51	60	35	24	20	18	21	85	108
Aoah	0	0	3	2	2	0	2	0	0	1	0	0
Aoc1	0	0	0	0	0	0	0	0	0	0	0	0
Aoc2	86	114	98	91	142	53	85	68	76	81	251	288
Aoc3	5	11	3	4	5	2	10	4	1	1	13	14
Aox1	6	1	6	1	7	2	2	3	4	0	2	12
Aox2	1	1	5	1	6	4	5	5	2	11	0	0
Aox3	3	1	2	1	0	0	2	2	3	1	0	1
Aox4	0	0	5	0	0	0	0	0	0	0	0	0
Ap1ar	2688	2869	1585	2402	2887	1502	1682	1353	1304	1333	1432	2083
Ap1b1	1765	1291	1354	1455	1860	1171	1339	1083	1339	1077	2393	2923
Ap1g1	3090	2364	3311	3268	3223	2298	2870	2348	2476	2506	2740	3631
Ap1g2	1479	949	939	1056	1337	938	892	728	984	751	2059	2215
Ap1m1	4668	3235	3189	3577	4264	2913	2822	2232	2926	2463	4560	5316
Ap1m2	92	80	58	104	118	80	68	59	100	69	107	124
Ap1s1	2026	1497	894	1108	1617	857	914	787	871	762	3424	4094
Ap1s2	45	56	155	71	136	46	165	144	112	117	41	67
Ap1s3	801	766	1427	1324	1417	632	791	710	641	711	707	929
Ap2a1	2483	2094	1786	1732	2671	1530	1505	1210	1709	1443	4130	4764
Ap2a2	2149	1867	2099	2317	2948	1635	1988	1644	1881	1615	2465	3193
Ap2b1	2693	1885	2973	2706	3075	1848	2412	2018	2295	2162	3872	5119
Ap2m1	4277	3414	3380	3693	4608	2749	3611	2884	2989	2547	3482	4388
Ap2s1	1561	1474	1182	1739	1962	1151	1400	957	1181	1068	2563	3184
Ap3b1	1822	1398	2463	2000	2316	1411	1925	1688	1523	1547	1419	1857
Ap3b2	1	0	0	0	0	0	0	0	0	0	0	0
Ap3d1	2309	1787	2504	2220	3324	1554	2538	1996	1947	1788	2884	3592
Ap3m1	1179	1021	1290	1176	1127	798	1083	1030	984	1003	858	1120
Ap3m1-ps	237	196	277	279	258	159	229	180	174	196	258	343
Ap3m2	133	103	131	141	214	75	132	87	97	65	77	116
Ap3s1	175	202	420	340	332	123	244	213	196	211	100	174
Ap3s1-ps1	7	6	16	16	14	5	5	11	7	20	10	17
Ap3s1-ps2	7	9	19	19	9	6	5	8	4	15	9	13
Ap3s2	2157	1675	1902	1989	2560	1658	2388	2054	2108	1798	1649	2094
Ap4b1	535	472	314	478	498	410	328	244	221	283	898	1115
Ap4e1	482	390	606	575	642	345	501	439	461	497	559	906
Ap4m1	403	296	241	244	247	175	197	154	167	149	885	1137
Ap4s1	148	143	184	154	294	111	198	179	201	173	156	205
Ap5b1	593	472	497	510	697	313	217	210	297	292	811	890
Ap5m1	318	314	315	403	412	222	285	220	263	271	475	594
Ap5s1	102	81	95	75	135	66	76	56	61	42	139	177
Ap5z1	908	645	442	454	729	376	371	214	426	383	1048	1216
Apaf1	1080	783	1496	1248	1361	857	1276	1111	994	1085	1664	2192
Apba1	41	27	98	37	55	28	62	57	55	62	36	44
Apba2	4	2	7	11	10	3	1	0	1	3	0	2
Apba3	947	856	680	683	1083	586	725	499	701	566	2121	2216
Apbb1	218	193	130	111	128	83	126	138	80	188	610	625
Apbb1ip	2115	1470	1800	1916	2483	1483	1553	1311	1735	1683	1440	1870
Apbb2	16	19	22	6	10	10	37	45	19	27	42	61
Apc	1378	1169	2200	1764	2282	1065	1844	1503	1599	1794	1368	2102
Apc-ps1	4	12	5	9	13	1	7	2	7	6	8	21
Apc2	6	5	6	4	4	3	0	3	0	0	14	16
Apcdd1	1	0	0	0	0	0	2	0	0	0	0	0
Apcs	0	0	0	0	0	0	0	0	0	0	0	0
Apeh	1978	1629	1275	1415	1876	1282	875	864	1213	943	2919	3330
Apex1	6381	5947	4508	5738	4957	2799	2346	2660	2478	2223	2718	3204
Apex2	618	374	415	491	546	256	272	247	331	298	641	718
Aph1a	2202	1815	1111	1863	2492	1503	1094	853	1028	1067	3788	4744
Aph1b	77	106	60	23	41	32	82	64	45	61	26	80
Aph1c	17	14	6	4	8	10	22	9	5	8	14	26
Api5	6260	5442	6368	6354	6771	4159	5675	5361	4771	4780	6234	8393
Apip	305	254	444	332	489	210	428	371	245	248	281	368
Apitd1	352	266	280	305	356	199	297	196	180	186	513	579
Aplf	186	195	419	296	490	160	415	292	298	243	324	419
Apln	3	22	4	0	4	6	4	3	5	2	4	12
Aplnr	0	0	0	2	0	0	0	0	0	0	0	0
Aplp1	3	2	2	1	2	1	0	0	0	0	2	4
Aplp2	660	514	916	620	869	377	902	590	601	486	487	607
Apmap	647	423	615	522	532	378	607	497	380	315	722	978
Apoa1	1	0	0	0	0	0	0	0	0	0	0	0
